Name,Formula,RT,MainPositiveAdduct,MainNegativeAdduct,InChI,KEGG,CAS,PubChem,ChemSpider,UserId,BioCyc,HMDB,Metlin,LipidMaps,
"DG(15:0/10:0/0:0)","C28H54O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C28H54O5/c1-3-5-7-9-11-12-13-14-15-17-19-21-23-28(31)33-25-26(29)24-32-27(30)22-20-18-16-10-8-6-4-2/h26,29H,3-25H2,1-2H3/t26-/m1/s1",,,,,,,,,,
"DG(15:0/12:0/0:0)","C30H58O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C30H58O5/c1-3-5-7-9-11-13-14-15-17-19-21-23-25-30(33)35-27-28(31)26-34-29(32)24-22-20-18-16-12-10-8-6-4-2/h28,31H,3-27H2,1-2H3/t28-/m1/s1",,,,,,,,,,
"DG(15:0/14:0/0:0)","C32H62O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C32H62O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-32(35)37-29-30(33)28-36-31(34)26-24-22-20-18-16-14-12-10-8-6-4-2/h30,33H,3-29H2,1-2H3/t30-/m1/s1",,,,,,,,,,
"DG(15:0/15:0/0:0)","C33H64O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C33H64O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-32(35)37-29-31(34)30-38-33(36)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h31,34H,3-30H2,1-2H3",,,,,,,,,,
"DG(15:0/16:0/0:0)","C34H66O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-32(35)30-38-33(36)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h32,35H,3-31H2,1-2H3/t32-/m0/s1",,,,,,,,,,
"DG(15:0/16:1(9Z)/0:0)","C34H64O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H64O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-32(35)30-38-33(36)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,32,35H,3-12,14,16-31H2,1-2H3/b15-13-/t32-/m0/s1",,,,,,,,,,
"DG(15:0/18:0/0:0)","C36H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H70O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-36(39)41-33-34(37)32-40-35(38)30-28-26-24-22-20-16-14-12-10-8-6-4-2/h34,37H,3-33H2,1-2H3/t34-/m0/s1",,,,,,,,,,
"DG(15:0/18:1(9Z)/0:0)","C36H68O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H68O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-36(39)41-33-34(37)32-40-35(38)30-28-26-24-22-20-16-14-12-10-8-6-4-2/h17-18,34,37H,3-16,19-33H2,1-2H3/b18-17-/t34-/m0/s1",,,,,,,,,,
"DG(15:0/19:1(9Z)/0:0)","C37H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H70O5/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-16-14-12-10-8-6-4-2/h18-19,35,38H,3-17,20-34H2,1-2H3/b19-18-/t35-/m0/s1",,,,,,,,,,
"DG(16:0/10:0/0:0)","C29H56O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C29H56O5/c1-3-5-7-9-11-12-13-14-15-16-18-20-22-24-29(32)34-26-27(30)25-33-28(31)23-21-19-17-10-8-6-4-2/h27,30H,3-26H2,1-2H3/t27-/m1/s1",,,,,,,,,,
"DG(16:0/12:0/0:0)","C31H60O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C31H60O5/c1-3-5-7-9-11-13-14-15-16-18-20-22-24-26-31(34)36-28-29(32)27-35-30(33)25-23-21-19-17-12-10-8-6-4-2/h29,32H,3-28H2,1-2H3/t29-/m1/s1",,,,,,,,,,
"DG(16:0/14:0/0:0)","C33H64O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C33H64O5/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-33(36)38-30-31(34)29-37-32(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h31,34H,3-30H2,1-2H3/t31-/m1/s1",,,,,,,,,,
"DG(16:0/15:0/0:0)","C34H66O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-32(35)30-38-33(36)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h32,35H,3-31H2,1-2H3/t32-/m1/s1",,,,,,,,,,
"DG(16:0/16:0/0:0)","C35H68O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-33(36)32-40-35(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h33,36H,3-32H2,1-2H3",,,,,,,,,,
"DG(16:0/16:1(9Z)/0:0)","C35H66O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-33(36)32-40-35(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,33,36H,3-12,14,16-32H2,1-2H3/b15-13-/t33-/m1/s1",,,,,,,,,,
"DG(16:0/18:0/0:0)","C37H72O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H72O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h35,38H,3-34H2,1-2H3/t35-/m0/s1",,,,,,,,,,
"DG(16:0/18:1(9Z)/0:0)","C37H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H70O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,35,38H,3-16,19-34H2,1-2H3/b18-17-/t35-/m0/s1",,,,,,,,,,
"DG(16:0/19:1(9Z)/0:0)","C38H72O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C38H72O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-33-38(41)43-35-36(39)34-42-37(40)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h18-19,36,39H,3-17,20-35H2,1-2H3/b19-18-/t36-/m0/s1",,,,,,,,,,
"DG(16:1(9Z)/10:0/0:0)","C29H54O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C29H54O5/c1-3-5-7-9-11-12-13-14-15-16-18-20-22-24-29(32)34-26-27(30)25-33-28(31)23-21-19-17-10-8-6-4-2/h12-13,27,30H,3-11,14-26H2,1-2H3/b13-12-/t27-/m1/s1",,,,,,,,,,
"DG(16:1(9Z)/12:0/0:0)","C31H58O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C31H58O5/c1-3-5-7-9-11-13-14-15-16-18-20-22-24-26-31(34)36-28-29(32)27-35-30(33)25-23-21-19-17-12-10-8-6-4-2/h13-14,29,32H,3-12,15-28H2,1-2H3/b14-13-/t29-/m1/s1",,,,,,,,,,
"DG(16:1(9Z)/14:0/0:0)","C33H62O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C33H62O5/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-33(36)38-30-31(34)29-37-32(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h13,15,31,34H,3-12,14,16-30H2,1-2H3/b15-13-/t31-/m1/s1",,,,,,,,,,
"DG(16:1(9Z)/15:0/0:0)","C34H64O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H64O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-32(35)30-38-33(36)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,32,35H,3-12,14,16-31H2,1-2H3/b15-13-/t32-/m1/s1",,,,,,,,,,
"DG(16:1(9Z)/16:0/0:0)","C35H66O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H66O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-33(36)32-40-35(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,33,36H,3-12,14,16-32H2,1-2H3/b15-13-/t33-/m0/s1",,,,,,,,,,
"DG(16:1(9Z)/16:1(9Z)/0:0)","C35H64O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H64O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-31-33(36)32-40-35(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13-16,33,36H,3-12,17-32H2,1-2H3/b15-13-,16-14-",,,,,,,,,,
"DG(16:1(9Z)/18:0/0:0)","C37H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H70O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h14,16,35,38H,3-13,15,17-34H2,1-2H3/b16-14-/t35-/m0/s1",,,,,,,,,,
"DG(16:1(9Z)/18:1(9Z)/0:0)","C37H68O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H68O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h14,16-18,35,38H,3-13,15,19-34H2,1-2H3/b16-14-,18-17-/t35-/m0/s1",,,,,,,,,,
"DG(16:1(9Z)/19:1(9Z)/0:0)","C38H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C38H70O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-33-38(41)43-35-36(39)34-42-37(40)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h14,16,18-19,36,39H,3-13,15,17,20-35H2,1-2H3/b16-14-,19-18-/t36-/m0/s1",,,,,,,,,,
"DG(18:0/10:0/0:0)","C31H60O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C31H60O5/c1-3-5-7-9-11-12-13-14-15-16-17-18-20-22-24-26-31(34)36-28-29(32)27-35-30(33)25-23-21-19-10-8-6-4-2/h29,32H,3-28H2,1-2H3/t29-/m1/s1",,,,,,,,,,
"DG(18:0/14:0/0:0)","C35H68O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H68O5/c1-3-5-7-9-11-13-15-16-17-18-20-22-24-26-28-30-35(38)40-32-33(36)31-39-34(37)29-27-25-23-21-19-14-12-10-8-6-4-2/h33,36H,3-32H2,1-2H3/t33-/m1/s1",,,,,,,,,,
"DG(18:0/15:0/0:0)","C36H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H70O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-36(39)41-33-34(37)32-40-35(38)30-28-26-24-22-20-16-14-12-10-8-6-4-2/h34,37H,3-33H2,1-2H3/t34-/m1/s1",,,,,,,,,,
"DG(18:0/16:0/0:0)","C37H72O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H72O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h35,38H,3-34H2,1-2H3/t35-/m1/s1",,,,,,,,,,
"DG(18:0/16:1(9Z)/0:0)","C37H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H70O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h14,16,35,38H,3-13,15,17-34H2,1-2H3/b16-14-/t35-/m1/s1",,,,,,,,,,
"DG(18:0/18:0/0:0)","C39H76O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H76O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-35-37(40)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h37,40H,3-36H2,1-2H3",,,,,,,,,,
"DG(18:0/18:1(9Z)/0:0)","C39H74O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H74O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-35-37(40)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17,19,37,40H,3-16,18,20-36H2,1-2H3/b19-17-/t37-/m1/s1",,,,,,,,,,
"DG(18:0/19:1(9Z)/0:0)","C40H76O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H76O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-40(43)45-37-38(41)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h19,21,38,41H,3-18,20,22-37H2,1-2H3/b21-19-/t38-/m0/s1",,,,,,,,,,
"DG(18:1(9Z)/10:0/0:0)","C31H58O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C31H58O5/c1-3-5-7-9-11-12-13-14-15-16-17-18-20-22-24-26-31(34)36-28-29(32)27-35-30(33)25-23-21-19-10-8-6-4-2/h14-15,29,32H,3-13,16-28H2,1-2H3/b15-14-/t29-/m1/s1",,,,,,,,,,
"DG(18:1(9Z)/12:0/0:0)","C33H62O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C33H62O5/c1-3-5-7-9-11-13-14-15-16-17-18-20-22-24-26-28-33(36)38-30-31(34)29-37-32(35)27-25-23-21-19-12-10-8-6-4-2/h15-16,31,34H,3-14,17-30H2,1-2H3/b16-15-/t31-/m1/s1",,,,,,,,,,
"DG(18:1(9Z)/14:0/0:0)","C35H66O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H66O5/c1-3-5-7-9-11-13-15-16-17-18-20-22-24-26-28-30-35(38)40-32-33(36)31-39-34(37)29-27-25-23-21-19-14-12-10-8-6-4-2/h16-17,33,36H,3-15,18-32H2,1-2H3/b17-16-/t33-/m1/s1",,,,,,,,,,
"DG(18:1(9Z)/15:0/0:0)","C36H68O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H68O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-36(39)41-33-34(37)32-40-35(38)30-28-26-24-22-20-16-14-12-10-8-6-4-2/h17-18,34,37H,3-16,19-33H2,1-2H3/b18-17-/t34-/m1/s1",,,,,,,,,,
"DG(18:1(9Z)/16:0/0:0)","C37H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H70O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,35,38H,3-16,19-34H2,1-2H3/b18-17-/t35-/m1/s1",,,,,,,,,,
"DG(18:1(9Z)/16:1(9Z)/0:0)","C37H68O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H68O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h14,16-18,35,38H,3-13,15,19-34H2,1-2H3/b16-14-,18-17-/t35-/m1/s1",,,,,,,,,,
"DG(18:1(9Z)/18:0/0:0)","C39H74O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H74O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-35-37(40)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17,19,37,40H,3-16,18,20-36H2,1-2H3/b19-17-/t37-/m0/s1",,,,,,,,,,
"DG(18:1(9Z)/18:1(9Z)/0:0)","C39H72O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H72O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-35-37(40)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,37,40H,3-16,21-36H2,1-2H3/b19-17-,20-18-",,,,,,,,,,
"DG(18:1(9Z)/19:1(9Z)/0:0)","C40H74O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H74O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-40(43)45-37-38(41)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h18-21,38,41H,3-17,22-37H2,1-2H3/b20-18-,21-19-/t38-/m0/s1",,,,,,,,,,
"DG(19:1(9Z)/10:0/0:0)","C32H60O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C32H60O5/c1-3-5-7-9-11-12-13-14-15-16-17-18-19-21-23-25-27-32(35)37-29-30(33)28-36-31(34)26-24-22-20-10-8-6-4-2/h15-16,30,33H,3-14,17-29H2,1-2H3/b16-15-/t30-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/12:0/0:0)","C34H64O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H64O5/c1-3-5-7-9-11-13-14-15-16-17-18-19-21-23-25-27-29-34(37)39-31-32(35)30-38-33(36)28-26-24-22-20-12-10-8-6-4-2/h16-17,32,35H,3-15,18-31H2,1-2H3/b17-16-/t32-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/14:0/0:0)","C36H68O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H68O5/c1-3-5-7-9-11-13-15-16-17-18-19-21-23-25-27-29-31-36(39)41-33-34(37)32-40-35(38)30-28-26-24-22-20-14-12-10-8-6-4-2/h17-18,34,37H,3-16,19-33H2,1-2H3/b18-17-/t34-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/15:0/0:0)","C37H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H70O5/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-37(40)42-34-35(38)33-41-36(39)31-29-27-25-23-21-16-14-12-10-8-6-4-2/h18-19,35,38H,3-17,20-34H2,1-2H3/b19-18-/t35-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/16:0/0:0)","C38H72O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C38H72O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-33-38(41)43-35-36(39)34-42-37(40)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h18-19,36,39H,3-17,20-35H2,1-2H3/b19-18-/t36-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/16:1(9Z)/0:0)","C38H70O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C38H70O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-33-38(41)43-35-36(39)34-42-37(40)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h14,16,18-19,36,39H,3-13,15,17,20-35H2,1-2H3/b16-14-,19-18-/t36-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/18:0/0:0)","C40H76O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H76O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-40(43)45-37-38(41)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h19,21,38,41H,3-18,20,22-37H2,1-2H3/b21-19-/t38-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/18:1(9Z)/0:0)","C40H74O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H74O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-40(43)45-37-38(41)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h18-21,38,41H,3-17,22-37H2,1-2H3/b20-18-,21-19-/t38-/m1/s1",,,,,,,,,,
"DG(19:1(9Z)/19:1(9Z)/0:0)","C41H76O5",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H76O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-40(43)45-37-39(42)38-46-41(44)36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h19-22,39,42H,3-18,23-38H2,1-2H3/b21-19-,22-20-",,,,,,,,,,
"CDP-DG(10:0/10:0)","C32H57N3O15P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C32H57N3O15P2/c1-3-5-7-9-11-13-15-17-27(36)45-21-24(48-28(37)18-16-14-12-10-8-6-4-2)22-46-51(41,42)50-52(43,44)47-23-25-29(38)30(39)31(49-25)35-20-19-26(33)34-32(35)40/h19-20,24-25,29-31,38-39H,3-18,21-23H2,1-2H3,(H,41,42)(H,43,44)(H2,33,34,40)/t",,,,,,,,,,
"6-Methoxy-3-methyl-2-all-trans-octaprenyl-1,4-benzoquinol","C46H70O3",0.00000,"[M+H]+","[M-H]-","InChI=1S/C46H70O3/c1-34(2)27-28-41(9)30-29-39(7)25-15-23-37(5)21-13-19-35(3)17-12-18-36(4)20-14-22-38(6)24-16-26-40(8)31-32-43-42(10)44(47)33-45(49-11)46(43)48/h17,20-21,24-25,27,30-31,33,47-48H,12-16,18-19,22-23,26,28-29,32H2,1-11H3/b35-17+,36-20+,37-21+",,,,,,,,,,
"2-methoxy-6-(all-trans-octaprenyl)phenol","C40H58O2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H58O2/c1-30(2)14-15-31(3)16-17-32(4)18-19-33(5)20-21-34(6)22-23-35(7)24-25-36(8)26-27-37(9)28-29-38-12-11-13-39(42-10)40(38)41/h11-14,16,18,20,22,24,26,28,41H,15,17,19,21,23,25,27,29H2,1-10H3/b31-16+,32-18+,33-20+,34-22+,35-24+,36-26+,37-28+",,,,,,,,,,
"PE(10:0(3-OH)/10:0)","C25H50NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C25H50NO9P/c1-3-5-7-9-10-12-14-16-24(28)35-23(21-34-36(30,31)33-18-17-26)20-32-25(29)19-22(27)15-13-11-8-6-4-2/h22-23,27H,3-21,26H2,1-2H3,(H,30,31)/t22?,23-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/10:0(3-OH))","C25H50NO10P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C25H50NO10P/c1-3-5-7-9-11-13-21(27)17-24(29)33-19-23(20-35-37(31,32)34-16-15-26)36-25(30)18-22(28)14-12-10-8-6-4-2/h21-23,27-28H,3-20,26H2,1-2H3,(H,31,32)/t21?,22?,23-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/12:0)","C27H54NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C27H54NO9P/c1-3-5-7-9-10-11-12-14-16-18-26(30)37-25(23-36-38(32,33)35-20-19-28)22-34-27(31)21-24(29)17-15-13-8-6-4-2/h24-25,29H,3-23,28H2,1-2H3,(H,32,33)/t24?,25-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/12:0(3-OH))","C27H54NO10P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C27H54NO10P/c1-3-5-7-9-10-12-14-16-24(30)20-27(32)38-25(22-37-39(33,34)36-18-17-28)21-35-26(31)19-23(29)15-13-11-8-6-4-2/h23-25,29-30H,3-22,28H2,1-2H3,(H,33,34)/t23?,24?,25-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/14:0)","C29H58NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C29H58NO9P/c1-3-5-7-9-10-11-12-13-14-16-18-20-28(32)39-27(25-38-40(34,35)37-22-21-30)24-36-29(33)23-26(31)19-17-15-8-6-4-2/h26-27,31H,3-25,30H2,1-2H3,(H,34,35)/t26?,27-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/14:0(3-OH))","C29H58NO10P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C29H58NO10P/c1-3-5-7-9-10-11-12-14-16-18-26(32)22-29(34)40-27(24-39-41(35,36)38-20-19-30)23-37-28(33)21-25(31)17-15-13-8-6-4-2/h25-27,31-32H,3-24,30H2,1-2H3,(H,35,36)/t25?,26?,27-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/15:0)","C30H60NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C30H60NO9P/c1-3-5-7-9-10-11-12-13-14-15-17-19-21-29(33)40-28(26-39-41(35,36)38-23-22-31)25-37-30(34)24-27(32)20-18-16-8-6-4-2/h27-28,32H,3-26,31H2,1-2H3,(H,35,36)/t27?,28-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/15:0cyclo)","C30H58NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C30H58NO9P/c1-3-5-7-9-13-17-27(32)22-30(34)37-23-28(24-39-41(35,36)38-20-19-31)40-29(33)18-14-11-8-10-12-16-26-21-25(26)15-6-4-2/h25-28,32H,3-24,31H2,1-2H3,(H,35,36)/t25?,26?,27?,28-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/16:0)","C31H62NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C31H62NO9P/c1-3-5-7-9-10-11-12-13-14-15-16-18-20-22-30(34)41-29(27-40-42(36,37)39-24-23-32)26-38-31(35)25-28(33)21-19-17-8-6-4-2/h28-29,33H,3-27,32H2,1-2H3,(H,36,37)/t28?,29-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/16:1(9Z))","C31H60NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C31H60NO9P/c1-3-5-7-9-10-11-12-13-14-15-16-18-20-22-30(34)41-29(27-40-42(36,37)39-24-23-32)26-38-31(35)25-28(33)21-19-17-8-6-4-2/h11-12,28-29,33H,3-10,13-27,32H2,1-2H3,(H,36,37)/b12-11-/t28?,29-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/17:0cycw7c)","C32H62NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C32H62NO9P/c1-3-5-7-10-15-19-29(34)24-32(36)39-25-30(26-41-43(37,38)40-22-21-33)42-31(35)20-16-12-9-11-14-18-28-23-27(28)17-13-8-6-4-2/h27-30,34H,3-26,33H2,1-2H3,(H,37,38)/t27?,28?,29?,30-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/18:1(9Z))","C33H64NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C33H64NO9P/c1-3-5-7-9-10-11-12-13-14-15-16-17-18-20-22-24-32(36)43-31(29-42-44(38,39)41-26-25-34)28-40-33(37)27-30(35)23-21-19-8-6-4-2/h13-14,30-31,35H,3-12,15-29,34H2,1-2H3,(H,38,39)/b14-13-/t30?,31-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/19:0cycv8c)","C34H66NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H66NO9P/c1-3-5-7-12-17-21-31(36)26-34(38)41-27-32(28-43-45(39,40)42-24-23-35)44-33(37)22-18-14-11-9-10-13-16-20-30-25-29(30)19-15-8-6-4-2/h29-32,36H,3-28,35H2,1-2H3,(H,39,40)/t29?,30?,31?,32-/m1/s1",,,,,,,,,,
"PE(10:0(3-OH)/19:iso)","C34H68NO9P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H68NO9P/c1-4-5-6-16-20-23-31(36)27-34(38)41-28-32(29-43-45(39,40)42-26-25-35)44-33(37)24-21-18-15-13-11-9-7-8-10-12-14-17-19-22-30(2)3/h30-32,36H,4-29,35H2,1-3H3,(H,39,40)/t31?,32-/m1/s1",,,,,,,,,,
